,id,file_analyzed,size_category,original_file_name,dir_name,exec_time,result,Correct,trip _start,trip_end,routes
7,6,tickets/utairairline/im_small/utairTicket.jpeg,small,utairTicket.jpeg,tickets/utairairline,8.972899913787842,200,Maybe,-1,-1,"[[5828.11745586666, ['Perth International Airport', 'Reggio Calabria Airport']], [10629.316232179828, ['Perth International Airport', 'Senador Petr̫nio Portela Airport']], [10332.582204884233, ['Perth International Airport', 'Pinto Martins International Airport']], [10782.921059285214, ['Perth International Airport', 'Anderson Regional Airport']], [10949.741105291128, ['Perth International Airport', 'Clarence A. Bain Airport']], [4878.533587367015, ['Reggio Calabria Airport', 'Senador Petr̫nio Portela Airport']], [4619.299379319962, ['Reggio Calabria Airport', 'Pinto Martins International Airport']], [6797.047639472234, ['Reggio Calabria Airport', 'Anderson Regional Airport']], [6472.37297430511, ['Reggio Calabria Airport', 'Clarence A. Bain Airport']], [0.0, ['Senador Petr̫nio Portela Airport', 'Senador Petr̫nio Portela Airport']], [303.9960842965677, ['Senador Petr̫nio Portela Airport', 'Pinto Martins International Airport']], [2884.929146007446, ['Senador Petr̫nio Portela Airport', 'Anderson Regional Airport']], [2544.4103015885285, ['Senador Petr̫nio Portela Airport', 'Clarence A. Bain Airport']], [303.9960842965677, ['Pinto Martins International Airport', 'Senador Petr̫nio Portela Airport']], [3171.6834127037946, ['Pinto Martins International Airport', 'Anderson Regional Airport']], [2825.904413801137, ['Pinto Martins International Airport', 'Clarence A. Bain Airport']], [366.0308435880946, ['Anderson Regional Airport', 'Clarence A. Bain Airport']], [2884.929146007446, ['Anderson Regional Airport', 'Senador Petr̫nio Portela Airport']], [2544.4103015885285, ['Clarence A. Bain Airport', 'Senador Petr̫nio Portela Airport']]]"
8,7,tickets/utairairline/im_medium/utairTicket.jpeg,medium,utairTicket.jpeg,tickets/utairairline,10.17987322807312,200,Maybe,-1,-1,"[[5828.11745586666, ['Perth International Airport', 'Reggio Calabria Airport']], [6554.058914796587, ['Perth International Airport', 'Angers-Loire Airport']], [10629.316232179828, ['Perth International Airport', 'Senador Petr̫nio Portela Airport']], [10332.582204884233, ['Perth International Airport', 'Pinto Martins International Airport']], [10782.921059285214, ['Perth International Airport', 'Anderson Regional Airport']], [10949.741105291128, ['Perth International Airport', 'Clarence A. Bain Airport']], [1279.0205378902033, ['Reggio Calabria Airport', 'Angers-Loire Airport']], [4878.533587367015, ['Reggio Calabria Airport', 'Senador Petr̫nio Portela Airport']], [4619.299379319962, ['Reggio Calabria Airport', 'Pinto Martins International Airport']], [6797.047639472234, ['Reggio Calabria Airport', 'Anderson Regional Airport']], [6472.37297430511, ['Reggio Calabria Airport', 'Clarence A. Bain Airport']], [4375.1489026100835, ['Angers-Loire Airport', 'Senador Petr̫nio Portela Airport']], [4181.640058909337, ['Angers-Loire Airport', 'Pinto Martins International Airport']], [5706.218627485594, ['Angers-Loire Airport', 'Anderson Regional Airport']], [5416.188618014284, ['Angers-Loire Airport', 'Clarence A. Bain Airport']], [0.0, ['Senador Petr̫nio Portela Airport', 'Senador Petr̫nio Portela Airport']], [303.9960842965677, ['Senador Petr̫nio Portela Airport', 'Pinto Martins International Airport']], [2884.929146007446, ['Senador Petr̫nio Portela Airport', 'Anderson Regional Airport']], [2544.4103015885285, ['Senador Petr̫nio Portela Airport', 'Clarence A. Bain Airport']], [303.9960842965677, ['Pinto Martins International Airport', 'Senador Petr̫nio Portela Airport']], [3171.6834127037946, ['Pinto Martins International Airport', 'Anderson Regional Airport']], [2825.904413801137, ['Pinto Martins International Airport', 'Clarence A. Bain Airport']], [366.0308435880946, ['Anderson Regional Airport', 'Clarence A. Bain Airport']], [2884.929146007446, ['Anderson Regional Airport', 'Senador Petr̫nio Portela Airport']], [2544.4103015885285, ['Clarence A. Bain Airport', 'Senador Petr̫nio Portela Airport']]]"
9,8,tickets/utairairline/im_big/utairTicket.jpeg,big,utairTicket.jpeg,tickets/utairairline,9.559943914413452,200,Maybe,-1,-1,"[[5828.11745586666, ['Perth International Airport', 'Reggio Calabria Airport']], [10629.316232179828, ['Perth International Airport', 'Senador Petr̫nio Portela Airport']], [10332.582204884233, ['Perth International Airport', 'Pinto Martins International Airport']], [10782.921059285214, ['Perth International Airport', 'Anderson Regional Airport']], [10949.741105291128, ['Perth International Airport', 'Clarence A. Bain Airport']], [0.0, ['Perth International Airport', 'Perth International Airport']], [4878.533587367015, ['Reggio Calabria Airport', 'Senador Petr̫nio Portela Airport']], [4619.299379319962, ['Reggio Calabria Airport', 'Pinto Martins International Airport']], [6797.047639472234, ['Reggio Calabria Airport', 'Anderson Regional Airport']], [6472.37297430511, ['Reggio Calabria Airport', 'Clarence A. Bain Airport']], [5828.11745586666, ['Reggio Calabria Airport', 'Perth International Airport']], [0.0, ['Reggio Calabria Airport', 'Reggio Calabria Airport']], [0.0, ['Senador Petr̫nio Portela Airport', 'Senador Petr̫nio Portela Airport']], [303.9960842965677, ['Senador Petr̫nio Portela Airport', 'Pinto Martins International Airport']], [2884.929146007446, ['Senador Petr̫nio Portela Airport', 'Anderson Regional Airport']], [2544.4103015885285, ['Senador Petr̫nio Portela Airport', 'Clarence A. Bain Airport']], [10629.316232179828, ['Senador Petr̫nio Portela Airport', 'Perth International Airport']], [4878.533587367015, ['Senador Petr̫nio Portela Airport', 'Reggio Calabria Airport']], [303.9960842965677, ['Pinto Martins International Airport', 'Senador Petr̫nio Portela Airport']], [3171.6834127037946, ['Pinto Martins International Airport', 'Anderson Regional Airport']], [2825.904413801137, ['Pinto Martins International Airport', 'Clarence A. Bain Airport']], [10332.582204884233, ['Pinto Martins International Airport', 'Perth International Airport']], [4619.299379319962, ['Pinto Martins International Airport', 'Reggio Calabria Airport']], [366.0308435880946, ['Anderson Regional Airport', 'Clarence A. Bain Airport']], [2884.929146007446, ['Anderson Regional Airport', 'Senador Petr̫nio Portela Airport']], [10782.921059285214, ['Anderson Regional Airport', 'Perth International Airport']], [6797.047639472234, ['Anderson Regional Airport', 'Reggio Calabria Airport']], [2544.4103015885285, ['Clarence A. Bain Airport', 'Senador Petr̫nio Portela Airport']], [10949.741105291128, ['Clarence A. Bain Airport', 'Perth International Airport']], [6472.37297430511, ['Clarence A. Bain Airport', 'Reggio Calabria Airport']]]"
10,9,tickets/utairairline/im_small/utairTicket2.jpeg,small,utairTicket2.jpeg,tickets/utairairline,9.10293698310852,200,Maybe,-1,-1,"[[10439.082790766293, ['Aberdeen Regional Airport', 'Perth International Airport']], [7876.657376095981, ['Aberdeen Regional Airport', 'Reggio Calabria Airport']], [6778.326337970386, ['Aberdeen Regional Airport', 'Angers-Loire Airport']], [3650.6243718296264, ['Aberdeen Regional Airport', 'Senador Petr̫nio Portela Airport']], [3953.502725883865, ['Aberdeen Regional Airport', 'Pinto Martins International Airport']], [1080.661465660248, ['Aberdeen Regional Airport', 'Anderson Regional Airport']], [1409.0637011765525, ['Aberdeen Regional Airport', 'Clarence A. Bain Airport']], [0.0, ['Aberdeen Regional Airport', 'Aberdeen Regional Airport']], [5828.11745586666, ['Perth International Airport', 'Reggio Calabria Airport']], [6554.058914796587, ['Perth International Airport', 'Angers-Loire Airport']], [10629.316232179828, ['Perth International Airport', 'Senador Petr̫nio Portela Airport']], [10332.582204884233, ['Perth International Airport', 'Pinto Martins International Airport']], [10782.921059285214, ['Perth International Airport', 'Anderson Regional Airport']], [10949.741105291128, ['Perth International Airport', 'Clarence A. Bain Airport']], [10439.082790766293, ['Perth International Airport', 'Aberdeen Regional Airport']], [1279.0205378902033, ['Reggio Calabria Airport', 'Angers-Loire Airport']], [4878.533587367015, ['Reggio Calabria Airport', 'Senador Petr̫nio Portela Airport']], [4619.299379319962, ['Reggio Calabria Airport', 'Pinto Martins International Airport']], [6797.047639472234, ['Reggio Calabria Airport', 'Anderson Regional Airport']], [6472.37297430511, ['Reggio Calabria Airport', 'Clarence A. Bain Airport']], [7876.657376095981, ['Reggio Calabria Airport', 'Aberdeen Regional Airport']], [4375.1489026100835, ['Angers-Loire Airport', 'Senador Petr̫nio Portela Airport']], [4181.640058909337, ['Angers-Loire Airport', 'Pinto Martins International Airport']], [5706.218627485594, ['Angers-Loire Airport', 'Anderson Regional Airport']], [5416.188618014284, ['Angers-Loire Airport', 'Clarence A. Bain Airport']], [6778.326337970386, ['Angers-Loire Airport', 'Aberdeen Regional Airport']], [0.0, ['Senador Petr̫nio Portela Airport', 'Senador Petr̫nio Portela Airport']], [303.9960842965677, ['Senador Petr̫nio Portela Airport', 'Pinto Martins International Airport']], [2884.929146007446, ['Senador Petr̫nio Portela Airport', 'Anderson Regional Airport']], [2544.4103015885285, ['Senador Petr̫nio Portela Airport', 'Clarence A. Bain Airport']], [3650.6243718296264, ['Senador Petr̫nio Portela Airport', 'Aberdeen Regional Airport']], [303.9960842965677, ['Pinto Martins International Airport', 'Senador Petr̫nio Portela Airport']], [3171.6834127037946, ['Pinto Martins International Airport', 'Anderson Regional Airport']], [2825.904413801137, ['Pinto Martins International Airport', 'Clarence A. Bain Airport']], [3953.502725883865, ['Pinto Martins International Airport', 'Aberdeen Regional Airport']], [366.0308435880946, ['Anderson Regional Airport', 'Clarence A. Bain Airport']], [2884.929146007446, ['Anderson Regional Airport', 'Senador Petr̫nio Portela Airport']], [1080.661465660248, ['Anderson Regional Airport', 'Aberdeen Regional Airport']], [2544.4103015885285, ['Clarence A. Bain Airport', 'Senador Petr̫nio Portela Airport']], [1409.0637011765525, ['Clarence A. Bain Airport', 'Aberdeen Regional Airport']]]"
11,10,tickets/utairairline/im_medium/utairTicket2.jpeg,medium,utairTicket2.jpeg,tickets/utairairline,9.029426097869873,200,Maybe,-1,-1,"[[10439.082790766293, ['Aberdeen Regional Airport', 'Perth International Airport']], [7876.657376095981, ['Aberdeen Regional Airport', 'Reggio Calabria Airport']], [6778.326337970386, ['Aberdeen Regional Airport', 'Angers-Loire Airport']], [3650.6243718296264, ['Aberdeen Regional Airport', 'Senador Petr̫nio Portela Airport']], [3953.502725883865, ['Aberdeen Regional Airport', 'Pinto Martins International Airport']], [1080.661465660248, ['Aberdeen Regional Airport', 'Anderson Regional Airport']], [1409.0637011765525, ['Aberdeen Regional Airport', 'Clarence A. Bain Airport']], [0.0, ['Aberdeen Regional Airport', 'Aberdeen Regional Airport']], [5828.11745586666, ['Perth International Airport', 'Reggio Calabria Airport']], [6554.058914796587, ['Perth International Airport', 'Angers-Loire Airport']], [10629.316232179828, ['Perth International Airport', 'Senador Petr̫nio Portela Airport']], [10332.582204884233, ['Perth International Airport', 'Pinto Martins International Airport']], [10782.921059285214, ['Perth International Airport', 'Anderson Regional Airport']], [10949.741105291128, ['Perth International Airport', 'Clarence A. Bain Airport']], [10439.082790766293, ['Perth International Airport', 'Aberdeen Regional Airport']], [0.0, ['Perth International Airport', 'Perth International Airport']], [1279.0205378902033, ['Reggio Calabria Airport', 'Angers-Loire Airport']], [4878.533587367015, ['Reggio Calabria Airport', 'Senador Petr̫nio Portela Airport']], [4619.299379319962, ['Reggio Calabria Airport', 'Pinto Martins International Airport']], [6797.047639472234, ['Reggio Calabria Airport', 'Anderson Regional Airport']], [6472.37297430511, ['Reggio Calabria Airport', 'Clarence A. Bain Airport']], [7876.657376095981, ['Reggio Calabria Airport', 'Aberdeen Regional Airport']], [5828.11745586666, ['Reggio Calabria Airport', 'Perth International Airport']], [4375.1489026100835, ['Angers-Loire Airport', 'Senador Petr̫nio Portela Airport']], [4181.640058909337, ['Angers-Loire Airport', 'Pinto Martins International Airport']], [5706.218627485594, ['Angers-Loire Airport', 'Anderson Regional Airport']], [5416.188618014284, ['Angers-Loire Airport', 'Clarence A. Bain Airport']], [6778.326337970386, ['Angers-Loire Airport', 'Aberdeen Regional Airport']], [6554.058914796587, ['Angers-Loire Airport', 'Perth International Airport']], [0.0, ['Senador Petr̫nio Portela Airport', 'Senador Petr̫nio Portela Airport']], [303.9960842965677, ['Senador Petr̫nio Portela Airport', 'Pinto Martins International Airport']], [2884.929146007446, ['Senador Petr̫nio Portela Airport', 'Anderson Regional Airport']], [2544.4103015885285, ['Senador Petr̫nio Portela Airport', 'Clarence A. Bain Airport']], [3650.6243718296264, ['Senador Petr̫nio Portela Airport', 'Aberdeen Regional Airport']], [10629.316232179828, ['Senador Petr̫nio Portela Airport', 'Perth International Airport']], [303.9960842965677, ['Pinto Martins International Airport', 'Senador Petr̫nio Portela Airport']], [3171.6834127037946, ['Pinto Martins International Airport', 'Anderson Regional Airport']], [2825.904413801137, ['Pinto Martins International Airport', 'Clarence A. Bain Airport']], [3953.502725883865, ['Pinto Martins International Airport', 'Aberdeen Regional Airport']], [10332.582204884233, ['Pinto Martins International Airport', 'Perth International Airport']], [366.0308435880946, ['Anderson Regional Airport', 'Clarence A. Bain Airport']], [2884.929146007446, ['Anderson Regional Airport', 'Senador Petr̫nio Portela Airport']], [1080.661465660248, ['Anderson Regional Airport', 'Aberdeen Regional Airport']], [10782.921059285214, ['Anderson Regional Airport', 'Perth International Airport']], [2544.4103015885285, ['Clarence A. Bain Airport', 'Senador Petr̫nio Portela Airport']], [1409.0637011765525, ['Clarence A. Bain Airport', 'Aberdeen Regional Airport']], [10949.741105291128, ['Clarence A. Bain Airport', 'Perth International Airport']]]"
12,11,tickets/utairairline/im_big/utairTicket2.jpeg,big,utairTicket2.jpeg,tickets/utairairline,9.980037212371826,200,Maybe,-1,-1,"[[3650.6243718296264, ['Aberdeen Regional Airport', 'Senador Petr̫nio Portela Airport']], [3953.502725883865, ['Aberdeen Regional Airport', 'Pinto Martins International Airport']], [1080.661465660248, ['Aberdeen Regional Airport', 'Anderson Regional Airport']], [1409.0637011765525, ['Aberdeen Regional Airport', 'Clarence A. Bain Airport']], [0.0, ['Aberdeen Regional Airport', 'Aberdeen Regional Airport']], [10439.082790766293, ['Aberdeen Regional Airport', 'Perth International Airport']], [7876.657376095981, ['Aberdeen Regional Airport', 'Reggio Calabria Airport']], [0.0, ['Senador Petr̫nio Portela Airport', 'Senador Petr̫nio Portela Airport']], [303.9960842965677, ['Senador Petr̫nio Portela Airport', 'Pinto Martins International Airport']], [2884.929146007446, ['Senador Petr̫nio Portela Airport', 'Anderson Regional Airport']], [2544.4103015885285, ['Senador Petr̫nio Portela Airport', 'Clarence A. Bain Airport']], [3650.6243718296264, ['Senador Petr̫nio Portela Airport', 'Aberdeen Regional Airport']], [10629.316232179828, ['Senador Petr̫nio Portela Airport', 'Perth International Airport']], [4878.533587367015, ['Senador Petr̫nio Portela Airport', 'Reggio Calabria Airport']], [303.9960842965677, ['Pinto Martins International Airport', 'Senador Petr̫nio Portela Airport']], [3171.6834127037946, ['Pinto Martins International Airport', 'Anderson Regional Airport']], [2825.904413801137, ['Pinto Martins International Airport', 'Clarence A. Bain Airport']], [3953.502725883865, ['Pinto Martins International Airport', 'Aberdeen Regional Airport']], [10332.582204884233, ['Pinto Martins International Airport', 'Perth International Airport']], [4619.299379319962, ['Pinto Martins International Airport', 'Reggio Calabria Airport']], [366.0308435880946, ['Anderson Regional Airport', 'Clarence A. Bain Airport']], [2884.929146007446, ['Anderson Regional Airport', 'Senador Petr̫nio Portela Airport']], [1080.661465660248, ['Anderson Regional Airport', 'Aberdeen Regional Airport']], [10782.921059285214, ['Anderson Regional Airport', 'Perth International Airport']], [6797.047639472234, ['Anderson Regional Airport', 'Reggio Calabria Airport']], [2544.4103015885285, ['Clarence A. Bain Airport', 'Senador Petr̫nio Portela Airport']], [1409.0637011765525, ['Clarence A. Bain Airport', 'Aberdeen Regional Airport']], [10949.741105291128, ['Clarence A. Bain Airport', 'Perth International Airport']], [6472.37297430511, ['Clarence A. Bain Airport', 'Reggio Calabria Airport']], [5828.11745586666, ['Perth International Airport', 'Reggio Calabria Airport']]]"
13,12,tickets/cityjet/im_small/cityjetairTicket.jpeg,small,cityjetairTicket.jpeg,tickets/cityjet,7.880996227264404,200,No,Copenhagen Kastrup Airport,Copenhagen Kastrup Airport,[]
14,13,tickets/cityjet/im_medium/cityjetairTicket.jpeg,medium,cityjetairTicket.jpeg,tickets/cityjet,8.193230867385864,200,No,Copenhagen Kastrup Airport,Copenhagen Kastrup Airport,[]
15,14,tickets/cityjet/im_big/cityjetairTicket.jpeg,big,cityjetairTicket.jpeg,tickets/cityjet,8.498488664627075,200,No,Copenhagen Kastrup Airport,Copenhagen Kastrup Airport,[]
16,15,tickets/olympicair/im_small/olympicairTicket.jpeg,small,olympicairTicket.jpeg,tickets/olympicair,7.3706419467926025,200,No,13:15,08:35,[]
17,16,tickets/olympicair/im_medium/olympicairTicket.jpeg,medium,olympicairTicket.jpeg,tickets/olympicair,7.346391677856445,200,No,13:15,08:35,[]
18,17,tickets/olympicair/im_big/olympicairTicket.jpeg,big,olympicairTicket.jpeg,tickets/olympicair,7.911034822463989,200,Yes,13:15 loannina King Pyrros,12:10 Athens Int E Venizelos,[]
19,18,tickets/jetssmartair/im_small/jetsmartairTicket.jpeg,small,jetsmartairTicket.jpeg,tickets/jetssmartair,9.114054679870605,200,Yes,-1,-1,"[[2817.651496581018, ['Friedman Memorial Airport', 'La Chinita International Airport']], [2183.8807596428214, ['Friedman Memorial Airport', 'Carriel Sur Airport']], [2088.963596554782, ['Friedman Memorial Airport', 'Balmaceda Airport']], [2108.382442080627, ['Friedman Memorial Airport', 'El Tepual Airport']], [2177.5515538657805, ['Friedman Memorial Airport', 'Anderson Regional Airport']], [4503.250158085872, ['Friedman Memorial Airport', 'Senador Petr̫nio Portela Airport']], [4805.258874842972, ['Friedman Memorial Airport', 'Pinto Martins International Airport']], [6789.5631516120275, ['Friedman Memorial Airport', 'Ouro Sogui Airport']], [967.2992545365869, ['La Chinita International Airport', 'Carriel Sur Airport']], [1180.0287096236414, ['La Chinita International Airport', 'Balmaceda Airport']], [1055.3315532576498, ['La Chinita International Airport', 'El Tepual Airport']], [826.8492225970933, ['La Chinita International Airport', 'Anderson Regional Airport']], [2065.572477085112, ['La Chinita International Airport', 'Senador Petr̫nio Portela Airport']], [2348.2102595969386, ['La Chinita International Airport', 'Pinto Martins International Airport']], [4040.8740114143425, ['La Chinita International Airport', 'Ouro Sogui Airport']], [213.23134331119945, ['Carriel Sur Airport', 'Balmaceda Airport']], [93.8393971481936, ['Carriel Sur Airport', 'El Tepual Airport']], [1112.6086651730757, ['Carriel Sur Airport', 'Anderson Regional Airport']], [2327.941284006981, ['Carriel Sur Airport', 'Senador Petr̫nio Portela Airport']], [2631.6067154444045, ['Carriel Sur Airport', 'Pinto Martins International Airport']], [4617.1830099027, ['Carriel Sur Airport', 'Ouro Sogui Airport']], [134.74650867004007, ['Balmaceda Airport', 'El Tepual Airport']], [1278.099010862531, ['Balmaceda Airport', 'Anderson Regional Airport']], [2415.1137423021896, ['Balmaceda Airport', 'Senador Petr̫nio Portela Airport']], [2716.5593735426246, ['Balmaceda Airport', 'Pinto Martins International Airport']], [4740.9971549911215, ['Balmaceda Airport', 'Ouro Sogui Airport']], [1151.1757414520735, ['El Tepual Airport', 'Anderson Regional Airport']], [2397.9333095649154, ['El Tepual Airport', 'Senador Petr̫nio Portela Airport']], [2701.1104896805227, ['El Tepual Airport', 'Pinto Martins International Airport']], [4698.962358289023, ['El Tepual Airport', 'Ouro Sogui Airport']], [2884.929146007446, ['Anderson Regional Airport', 'Senador Petr̫nio Portela Airport']], [3171.6834127037946, ['Anderson Regional Airport', 'Pinto Martins International Airport']], [4822.280428796084, ['Anderson Regional Airport', 'Ouro Sogui Airport']], [5.899012088775635e-05, ['Anderson Regional Airport', 'Anderson Regional Airport']], [303.9960842965677, ['Senador Petr̫nio Portela Airport', 'Pinto Martins International Airport']], [2381.2506131454047, ['Senador Petr̫nio Portela Airport', 'Ouro Sogui Airport']], [2884.929146007446, ['Senador Petr̫nio Portela Airport', 'Anderson Regional Airport']], [0.0, ['Senador Petr̫nio Portela Airport', 'Senador Petr̫nio Portela Airport']], [2107.045265874264, ['Pinto Martins International Airport', 'Ouro Sogui Airport']], [3171.6834127037946, ['Pinto Martins International Airport', 'Anderson Regional Airport']], [0.0, ['Pinto Martins International Airport', 'Pinto Martins International Airport']], [303.9960842965677, ['Pinto Martins International Airport', 'Senador Petr̫nio Portela Airport']], [4822.280428796084, ['Ouro Sogui Airport', 'Anderson Regional Airport']], [2107.045265874264, ['Ouro Sogui Airport', 'Pinto Martins International Airport']], [2381.2506131454047, ['Ouro Sogui Airport', 'Senador Petr̫nio Portela Airport']]]"
20,19,tickets/jetssmartair/im_medium/jetsmartairTicket.jpeg,medium,jetsmartairTicket.jpeg,tickets/jetssmartair,9.574618101119995,200,Yes,-1,-1,"[[2817.651496581018, ['Friedman Memorial Airport', 'La Chinita International Airport']], [2183.8807596428214, ['Friedman Memorial Airport', 'Carriel Sur Airport']], [2088.963596554782, ['Friedman Memorial Airport', 'Balmaceda Airport']], [2108.382442080627, ['Friedman Memorial Airport', 'El Tepual Airport']], [4503.250158085872, ['Friedman Memorial Airport', 'Senador Petr̫nio Portela Airport']], [4805.258874842972, ['Friedman Memorial Airport', 'Pinto Martins International Airport']], [6789.5631516120275, ['Friedman Memorial Airport', 'Ouro Sogui Airport']], [2177.5515538657805, ['Friedman Memorial Airport', 'Anderson Regional Airport']], [967.2992545365869, ['La Chinita International Airport', 'Carriel Sur Airport']], [1180.0287096236414, ['La Chinita International Airport', 'Balmaceda Airport']], [1055.3315532576498, ['La Chinita International Airport', 'El Tepual Airport']], [2065.572477085112, ['La Chinita International Airport', 'Senador Petr̫nio Portela Airport']], [2348.2102595969386, ['La Chinita International Airport', 'Pinto Martins International Airport']], [4040.8740114143425, ['La Chinita International Airport', 'Ouro Sogui Airport']], [826.8492225970933, ['La Chinita International Airport', 'Anderson Regional Airport']], [213.23134331119945, ['Carriel Sur Airport', 'Balmaceda Airport']], [93.8393971481936, ['Carriel Sur Airport', 'El Tepual Airport']], [2327.941284006981, ['Carriel Sur Airport', 'Senador Petr̫nio Portela Airport']], [2631.6067154444045, ['Carriel Sur Airport', 'Pinto Martins International Airport']], [4617.1830099027, ['Carriel Sur Airport', 'Ouro Sogui Airport']], [1112.6086651730757, ['Carriel Sur Airport', 'Anderson Regional Airport']], [134.74650867004007, ['Balmaceda Airport', 'El Tepual Airport']], [2415.1137423021896, ['Balmaceda Airport', 'Senador Petr̫nio Portela Airport']], [2716.5593735426246, ['Balmaceda Airport', 'Pinto Martins International Airport']], [4740.9971549911215, ['Balmaceda Airport', 'Ouro Sogui Airport']], [1278.099010862531, ['Balmaceda Airport', 'Anderson Regional Airport']], [2397.9333095649154, ['El Tepual Airport', 'Senador Petr̫nio Portela Airport']], [2701.1104896805227, ['El Tepual Airport', 'Pinto Martins International Airport']], [4698.962358289023, ['El Tepual Airport', 'Ouro Sogui Airport']], [1151.1757414520735, ['El Tepual Airport', 'Anderson Regional Airport']], [303.9960842965677, ['Senador Petr̫nio Portela Airport', 'Pinto Martins International Airport']], [2381.2506131454047, ['Senador Petr̫nio Portela Airport', 'Ouro Sogui Airport']], [2884.929146007446, ['Senador Petr̫nio Portela Airport', 'Anderson Regional Airport']], [0.0, ['Senador Petr̫nio Portela Airport', 'Senador Petr̫nio Portela Airport']], [2107.045265874264, ['Pinto Martins International Airport', 'Ouro Sogui Airport']], [3171.6834127037946, ['Pinto Martins International Airport', 'Anderson Regional Airport']], [0.0, ['Pinto Martins International Airport', 'Pinto Martins International Airport']], [303.9960842965677, ['Pinto Martins International Airport', 'Senador Petr̫nio Portela Airport']], [4822.280428796084, ['Ouro Sogui Airport', 'Anderson Regional Airport']], [2107.045265874264, ['Ouro Sogui Airport', 'Pinto Martins International Airport']], [2381.2506131454047, ['Ouro Sogui Airport', 'Senador Petr̫nio Portela Airport']], [5.899012088775635e-05, ['Anderson Regional Airport', 'Anderson Regional Airport']], [3171.6834127037946, ['Anderson Regional Airport', 'Pinto Martins International Airport']], [2884.929146007446, ['Anderson Regional Airport', 'Senador Petr̫nio Portela Airport']]]"
